Onset,Duration,Annotation
+1778.6911,,normal beat
+1779.4856,,normal beat
+1780.2772,,normal beat
+1781.0495,,normal beat
+1781.8856,,normal beat
+1782.7133,,normal beat
+1783.5133,,normal beat
+1784.2689,,normal beat
+1785.0383,,normal beat
+1785.7967,,normal beat
+1786.5661,,normal beat
+1787.3300,,normal beat
+1788.1133,,normal beat
+1788.9022,,normal beat
+1789.6828,,normal beat
+1790.4078,,normal beat
+1791.1300,,normal beat
+1791.8411,,normal beat
+1792.5550,,normal beat
+1793.2800,,normal beat
+1794.0633,,normal beat
+1794.8106,,normal beat
+1795.5356,,normal beat
+1796.2717,,normal beat
+1796.9883,,normal beat
+1797.6883,,normal beat
+1798.3717,,normal beat
+1799.0883,,normal beat
+1799.8161,,normal beat
+1800.5633,,normal beat
+1801.3244,,normal beat
+1802.0356,,normal beat
+1802.7161,,normal beat
+1803.4217,,normal beat
+1804.1217,,normal beat
+1804.8161,,normal beat
+1805.5300,,normal beat
